IssueLabelID,Title,Description.Element:Text,Title_Description.Element:Text,Label.Element:Text,Assignee,CreatedAt,ClosedAt
4576,Lots of warnings after using UseAdoNetReminderService,"Lots of warnings after using UseAdoNetReminderService，Guess #4505  is related to himdo with him

![image](https://user-images.githubusercontent.com/28291464/39905610-ae8f9744-5510-11e8-8ff9-63eca7bdbcdc.png)
","Lots of warnings after using UseAdoNetReminderService Lots of warnings after using UseAdoNetReminderService，Guess #4505  is related to himdo with him

![image](https://user-images.githubusercontent.com/28291464/39905610-ae8f9744-5510-11e8-8ff9-63eca7bdbcdc.png)
",Hacktoberfest,lfzm,11/05/2018 13:45,
4575,HashBasedPlacement,"Hello

Any documentation available on HashBasedPlacement strategy implementation and how it works?

Thanks","HashBasedPlacement Hello

Any documentation available on HashBasedPlacement strategy implementation and how it works?

Thanks",P3,JillHeaden,,
4573,Fix Dependency Injection without changing Abstractions project,,Fix Dependency Injection without changing Abstractions project ,,jason-bragg,,
4572,Using IoT Hub with streams,"My goal is to read events from an IoT Hub and process those events in grains. I wasn't able to find docs on this anywhere but would be grateful if someone would point me in the right direction.

I've used the following code to configure the connection to the IoT Hub. I'm using the Event Hub compatible endpoint.



My intended design is to have a grain per device and have those grains implicitly wired to a stream based on device ID. How should I setup the grain? What does the stream config look like (e.g. namespace and GUID)?

Best
Andrew
","Using IoT Hub with streams My goal is to read events from an IoT Hub and process those events in grains. I wasn't able to find docs on this anywhere but would be grateful if someone would point me in the right direction.

I've used the following code to configure the connection to the IoT Hub. I'm using the Event Hub compatible endpoint.



My intended design is to have a grain per device and have those grains implicitly wired to a stream based on device ID. How should I setup the grain? What does the stream config look like (e.g. namespace and GUID)?

Best
Andrew
",,jason-bragg,,
4571,[WIP] Implementation of a DynamoDB-based gossip channel,"Hi

This is an attempt to bring DynamoDB as a gossip channel.
Still a work-in-progress but I think that some of the main components are now built.

Design is heavily inspired from the already-existing Azure-based gossip channel. I tried to keep the same conventions but feel free to ask me some changes if this does not comply with your dev rules.

Work is not over yet as
- not a single test has been done :)
- I have not yet used DynamoDB before so there may be design errors
- the gossip channel still has to be registered in the MultiClusterGossipChannelFactory

I have made the choice to split data into two different tables: one for the configuration and one for the gateway. This is not the way it has been implemented in the Azure channel but I am not at all familiar with AzureTable.
This may or may be not a good choice feel free to comment

Also a LegacyDynamoDBMembershipConfigurator has been used to parse DynamoDB connection string. I have to so as IGossipChannel's Initialize makes it mandatory. There may be better ways to do that","[WIP] Implementation of a DynamoDB-based gossip channel Hi

This is an attempt to bring DynamoDB as a gossip channel.
Still a work-in-progress but I think that some of the main components are now built.

Design is heavily inspired from the already-existing Azure-based gossip channel. I tried to keep the same conventions but feel free to ask me some changes if this does not comply with your dev rules.

Work is not over yet as
- not a single test has been done :)
- I have not yet used DynamoDB before so there may be design errors
- the gossip channel still has to be registered in the MultiClusterGossipChannelFactory

I have made the choice to split data into two different tables: one for the configuration and one for the gateway. This is not the way it has been implemented in the Azure channel but I am not at all familiar with AzureTable.
This may or may be not a good choice feel free to comment

Also a LegacyDynamoDBMembershipConfigurator has been used to parse DynamoDB connection string. I have to so as IGossipChannel's Initialize makes it mandatory. There may be better ways to do that",,sebastianburckhardt,,
4570,Orleans 1.5 IManagementGrain.GetRuntimeStatistics returns incorrect value for memory usage,"Orleans 1.5.

An issue has been raised on the OrleansDashboard where memory usage is reported to be a large negative number. 

https://github.com/OrleansContrib/OrleansDashboard/issues/140

The percentage is calculated with this formula:  be used instead?

It's interesting to note that AvailableMemory is a float? and MemoryUsage and TotalPhysicalMemory are both long?.

All values are passed straight through the dashboard API without being stored on alternative variables.

I haven't got a repro.","Orleans 1.5 IManagementGrain.GetRuntimeStatistics returns incorrect value for memory usage Orleans 1.5.

An issue has been raised on the OrleansDashboard where memory usage is reported to be a large negative number. 

https://github.com/OrleansContrib/OrleansDashboard/issues/140

The percentage is calculated with this formula:  be used instead?

It's interesting to note that AvailableMemory is a float? and MemoryUsage and TotalPhysicalMemory are both long?.

All values are passed straight through the dashboard API without being stored on alternative variables.

I haven't got a repro.",,benjaminpetit,,
4568,Transactions simplified to use distributed transaction manager only.,"Removed singleton transaction manager and abstractions related to that pattern.
Still work in progress as it should be rebased on Sebastian's transaction storage work once that goes in.

Removed dynamoDb transaction work because there was nothing left once log storage was removed.  Related assemblies and tests are still under source control and can be brought back if/when transactional storage impl is introduced.","Transactions simplified to use distributed transaction manager only. Removed singleton transaction manager and abstractions related to that pattern.
Still work in progress as it should be rebased on Sebastian's transaction storage work once that goes in.

Removed dynamoDb transaction work because there was nothing left once log storage was removed.  Related assemblies and tests are still under source control and can be brought back if/when transactional storage impl is introduced.",,xiazen,,
4567,Fix tests on partial builds,Bump up version of Azure extension packages and fix versions of some references.,Fix tests on partial builds Bump up version of Azure extension packages and fix versions of some references.,,ReubenBond,,
4566,Azure table transactional storage for distributed TM,"New implementation for Azure table transactional storage for distributed TM.
Supports arbitrarily sized batches.

Passes existing transactions tests (NOTE: fails on devstorage must use actual Azure table).
Testing is somewhat incomplete we still need more tests to exercise all the recovery situations.","Azure table transactional storage for distributed TM New implementation for Azure table transactional storage for distributed TM.
Supports arbitrarily sized batches.

Passes existing transactions tests (NOTE: fails on devstorage must use actual Azure table).
Testing is somewhat incomplete we still need more tests to exercise all the recovery situations.",,jason-bragg,,
4563,Incorrect docs about ObserverSubscriptionManager<T> in 2.0," has been moved to legacy package thus docs regarding Observers should be updated accordingly.
note that equivalent class has already been introduced at https://github.com/dotnet/orleans/issues/4378

Page that should be updated:
https://dotnet.github.io/orleans/Documentation/Core-Features/Observers.html","Incorrect docs about ObserverSubscriptionManager<T> in 2.0  has been moved to legacy package thus docs regarding Observers should be updated accordingly.
note that equivalent class has already been introduced at https://github.com/dotnet/orleans/issues/4378

Page that should be updated:
https://dotnet.github.io/orleans/Documentation/Core-Features/Observers.html",P3,JillHeaden,,
4562,Support of ValueTask as a grain method return type,"#2480
Added support of ValueTask as a return type of grain method.
It's a first step of ValueTask support. For now it's just allow users to use ValueTask as a return type to improve their grain performance. Later on we can try to improve our own performance by using ValueTask instead of Task.
Even so if users start using ValueTask they will have more freedom of writing their code and when we implement full support of ValueTask they will suddenly fill performance improvement without need of changing their code.","Support of ValueTask as a grain method return type #2480
Added support of ValueTask as a return type of grain method.
It's a first step of ValueTask support. For now it's just allow users to use ValueTask as a return type to improve their grain performance. Later on we can try to improve our own performance by using ValueTask instead of Task.
Even so if users start using ValueTask they will have more freedom of writing their code and when we implement full support of ValueTask they will suddenly fill performance improvement without need of changing their code.",,ReubenBond,,
